[1721029503.735991389] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029503.762964940] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029503.790080825] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029503.794443956] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029503.821423160] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029503.847479938] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted

# OSU MPI Bi-Directional Bandwidth Test v7.4
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
16384               10506.06
32768               15294.53
65536               19835.27
131072              23509.55
262144              26480.72
524288              25506.48
1048576             21855.63
2097152             18676.84
4194304             15700.29
[1721029556.067613864] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029556.094598195] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029556.121263299] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029556.126828828] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029556.153774975] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029556.180015357] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted

# OSU MPI Bi-Directional Bandwidth Test v7.4
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       9.52
2                      19.01
4                      39.06
8                      80.49
16                    144.67
32                    347.55
64                    459.33
128                   647.96
256                  1161.84
512                  2221.84
1024                 3723.95
2048                 6104.10
4096                 3964.28
8192                 6984.22
16384               10503.96
32768               14987.53
65536               19736.50
131072              23316.16
262144              26560.18
524288              25301.04
1048576             22366.87
2097152             18666.57
4194304             15807.81
