Size,Measure,CNI,Nodes,Benchmark
2048,5439.59,baremetal,1,mbw_mr
4096,2667.95,baremetal,1,mbw_mr
8192,4713.19,baremetal,1,mbw_mr
16384,6754.66,baremetal,1,mbw_mr
32768,9422.14,baremetal,1,mbw_mr
65536,11759.85,baremetal,1,mbw_mr
131072,13089.64,baremetal,1,mbw_mr
262144,14023.92,baremetal,1,mbw_mr
524288,13408.53,baremetal,1,mbw_mr
1048576,11596.8,baremetal,1,mbw_mr
2097152,9558.16,baremetal,1,mbw_mr
4194304,9531.18,baremetal,1,mbw_mr
1,8.71,baremetal,1,mbw_mr
2,16.84,baremetal,1,mbw_mr
4,34.7,baremetal,1,mbw_mr
8,70.19,baremetal,1,mbw_mr
16,134.93,baremetal,1,mbw_mr
32,272.67,baremetal,1,mbw_mr
64,388.38,baremetal,1,mbw_mr
128,562.93,baremetal,1,mbw_mr
256,971.55,baremetal,1,mbw_mr
512,1926.3,baremetal,1,mbw_mr
1024,3242.84,baremetal,1,mbw_mr
2048,5574.95,baremetal,1,mbw_mr
4096,2694.82,baremetal,1,mbw_mr
8192,4689.45,baremetal,1,mbw_mr
16384,6499.83,baremetal,1,mbw_mr
32768,9182.8,baremetal,1,mbw_mr
65536,11560.68,baremetal,1,mbw_mr
131072,13173.82,baremetal,1,mbw_mr
262144,13690.93,baremetal,1,mbw_mr
524288,13338.8,baremetal,1,mbw_mr
1048576,10911.37,baremetal,1,mbw_mr
2097152,9547.72,baremetal,1,mbw_mr
4194304,9528.44,baremetal,1,mbw_mr
1,8.56,baremetal,1,mbw_mr
2,15.19,baremetal,1,mbw_mr
4,34.22,baremetal,1,mbw_mr
8,68.36,baremetal,1,mbw_mr
16,132.7,baremetal,1,mbw_mr
32,252.08,baremetal,1,mbw_mr
64,419.37,baremetal,1,mbw_mr
128,555.52,baremetal,1,mbw_mr
256,1002.12,baremetal,1,mbw_mr
512,2021.06,baremetal,1,mbw_mr
1024,3453.19,baremetal,1,mbw_mr
2048,5736.59,baremetal,1,mbw_mr
4096,2714.64,baremetal,1,mbw_mr
8192,4692.72,baremetal,1,mbw_mr
16384,6742.44,baremetal,1,mbw_mr
32768,9453.71,baremetal,1,mbw_mr
65536,11759.16,baremetal,1,mbw_mr
131072,13155.53,baremetal,1,mbw_mr
262144,14295.61,baremetal,1,mbw_mr
524288,13110.13,baremetal,1,mbw_mr
1048576,10822.93,baremetal,1,mbw_mr
2097152,9465.62,baremetal,1,mbw_mr
4194304,9392.28,baremetal,1,mbw_mr
1,8.68,baremetal,1,mbw_mr
2,17.28,baremetal,1,mbw_mr
4,34.52,baremetal,1,mbw_mr
8,60.82,baremetal,1,mbw_mr
16,130.85,baremetal,1,mbw_mr
32,268.73,baremetal,1,mbw_mr
64,427.3,baremetal,1,mbw_mr
128,557.21,baremetal,1,mbw_mr
256,963.71,baremetal,1,mbw_mr
512,1852.1,baremetal,1,mbw_mr
1024,3258.92,baremetal,1,mbw_mr
2048,5473.19,baremetal,1,mbw_mr
4096,2652.42,baremetal,1,mbw_mr
8192,4776.98,baremetal,1,mbw_mr
16384,6691.51,baremetal,1,mbw_mr
32768,9343.85,baremetal,1,mbw_mr
65536,11574.32,baremetal,1,mbw_mr
131072,13054.7,baremetal,1,mbw_mr
262144,14253.63,baremetal,1,mbw_mr
524288,13047.44,baremetal,1,mbw_mr
1048576,11050.39,baremetal,1,mbw_mr
2097152,9461.5,baremetal,1,mbw_mr
4194304,9449.96,baremetal,1,mbw_mr
1,8.65,baremetal,1,mbw_mr
2,17.21,baremetal,1,mbw_mr
4,30.26,baremetal,1,mbw_mr
8,67.66,baremetal,1,mbw_mr
16,134.09,baremetal,1,mbw_mr
32,269.22,baremetal,1,mbw_mr
64,420.07,baremetal,1,mbw_mr
128,549.23,baremetal,1,mbw_mr
256,920.48,baremetal,1,mbw_mr
512,1843.32,baremetal,1,mbw_mr
1024,3231.22,baremetal,1,mbw_mr
2048,5353.57,baremetal,1,mbw_mr
4096,2746.01,baremetal,1,mbw_mr
8192,4808.95,baremetal,1,mbw_mr
16384,6709.76,baremetal,1,mbw_mr
32768,9458.99,baremetal,1,mbw_mr
65536,11957.42,baremetal,1,mbw_mr
131072,13343.48,baremetal,1,mbw_mr
262144,14635.55,baremetal,1,mbw_mr
524288,13293.87,baremetal,1,mbw_mr
1048576,10853.38,baremetal,1,mbw_mr
2097152,9496.49,baremetal,1,mbw_mr
4194304,9446.13,baremetal,1,mbw_mr
1,8.56,baremetal,1,mbw_mr
2,17.26,baremetal,1,mbw_mr
4,34.49,baremetal,1,mbw_mr
8,60.01,baremetal,1,mbw_mr
16,132.07,baremetal,1,mbw_mr
32,267.13,baremetal,1,mbw_mr
64,427.47,baremetal,1,mbw_mr
128,548.81,baremetal,1,mbw_mr
256,928.7,baremetal,1,mbw_mr
512,1892.26,baremetal,1,mbw_mr
1024,3260.06,baremetal,1,mbw_mr
2048,5426.27,baremetal,1,mbw_mr
4096,2736.96,baremetal,1,mbw_mr
8192,4801.76,baremetal,1,mbw_mr
16384,6740.24,baremetal,1,mbw_mr
32768,9548.04,baremetal,1,mbw_mr
65536,11955.35,baremetal,1,mbw_mr
131072,13529.62,baremetal,1,mbw_mr
262144,14402.08,baremetal,1,mbw_mr
524288,13233.2,baremetal,1,mbw_mr
1048576,10810.54,baremetal,1,mbw_mr
2097152,9485.04,baremetal,1,mbw_mr
4194304,9475.27,baremetal,1,mbw_mr
1,8.62,baremetal,1,mbw_mr
2,17.08,baremetal,1,mbw_mr
4,32.05,baremetal,1,mbw_mr
8,60.51,baremetal,1,mbw_mr
16,132.36,baremetal,1,mbw_mr
32,267.94,baremetal,1,mbw_mr
64,419.58,baremetal,1,mbw_mr
128,545.06,baremetal,1,mbw_mr
256,946.0,baremetal,1,mbw_mr
512,1854.45,baremetal,1,mbw_mr
1024,3244.19,baremetal,1,mbw_mr
2048,5444.25,baremetal,1,mbw_mr
4096,2670.07,baremetal,1,mbw_mr
8192,4673.32,baremetal,1,mbw_mr
16384,6636.17,baremetal,1,mbw_mr
32768,9359.1,baremetal,1,mbw_mr
65536,11740.97,baremetal,1,mbw_mr
131072,13324.74,baremetal,1,mbw_mr
262144,14425.74,baremetal,1,mbw_mr
524288,13185.11,baremetal,1,mbw_mr
1048576,11172.73,baremetal,1,mbw_mr
2097152,9453.64,baremetal,1,mbw_mr
4194304,9459.7,baremetal,1,mbw_mr
1,8.47,baremetal,1,mbw_mr
2,17.17,baremetal,1,mbw_mr
4,34.64,baremetal,1,mbw_mr
8,70.09,baremetal,1,mbw_mr
16,136.9,baremetal,1,mbw_mr
32,269.53,baremetal,1,mbw_mr
64,400.71,baremetal,1,mbw_mr
128,537.45,baremetal,1,mbw_mr
256,953.93,baremetal,1,mbw_mr
512,1901.37,baremetal,1,mbw_mr
1024,3159.99,baremetal,1,mbw_mr
2048,5492.68,baremetal,1,mbw_mr
4096,2700.18,baremetal,1,mbw_mr
8192,4771.6,baremetal,1,mbw_mr
16384,6633.85,baremetal,1,mbw_mr
32768,9307.53,baremetal,1,mbw_mr
65536,11718.13,baremetal,1,mbw_mr
131072,13314.01,baremetal,1,mbw_mr
262144,14003.92,baremetal,1,mbw_mr
524288,13425.44,baremetal,1,mbw_mr
1048576,11412.88,baremetal,1,mbw_mr
2097152,9570.91,baremetal,1,mbw_mr
4194304,9564.02,baremetal,1,mbw_mr
1,8.57,baremetal,1,mbw_mr
2,14.83,baremetal,1,mbw_mr
4,34.45,baremetal,1,mbw_mr
8,68.89,baremetal,1,mbw_mr
16,133.61,baremetal,1,mbw_mr
32,271.21,baremetal,1,mbw_mr
64,429.38,baremetal,1,mbw_mr
128,565.99,baremetal,1,mbw_mr
256,982.96,baremetal,1,mbw_mr
512,1927.17,baremetal,1,mbw_mr
1024,3283.08,baremetal,1,mbw_mr
2048,5542.7,baremetal,1,mbw_mr
4096,2713.72,baremetal,1,mbw_mr
8192,4787.71,baremetal,1,mbw_mr
16384,6782.15,baremetal,1,mbw_mr
32768,9475.15,baremetal,1,mbw_mr
65536,11808.92,baremetal,1,mbw_mr
131072,13246.36,baremetal,1,mbw_mr
262144,14120.12,baremetal,1,mbw_mr
524288,13500.47,baremetal,1,mbw_mr
1048576,11250.33,baremetal,1,mbw_mr
2097152,9560.09,baremetal,1,mbw_mr
4194304,9564.98,baremetal,1,mbw_mr
1,8.55,baremetal,1,mbw_mr
2,16.92,baremetal,1,mbw_mr
4,30.42,baremetal,1,mbw_mr
8,69.03,baremetal,1,mbw_mr
16,132.81,baremetal,1,mbw_mr
32,269.91,baremetal,1,mbw_mr
64,424.64,baremetal,1,mbw_mr
128,548.41,baremetal,1,mbw_mr
256,920.89,baremetal,1,mbw_mr
512,1851.41,baremetal,1,mbw_mr
1024,3280.61,baremetal,1,mbw_mr
2048,5446.15,baremetal,1,mbw_mr
4096,2747.06,baremetal,1,mbw_mr
8192,4842.24,baremetal,1,mbw_mr
16384,6751.89,baremetal,1,mbw_mr
32768,9389.75,baremetal,1,mbw_mr
65536,11780.02,baremetal,1,mbw_mr
131072,13069.27,baremetal,1,mbw_mr
262144,13844.28,baremetal,1,mbw_mr
524288,13082.08,baremetal,1,mbw_mr
1048576,11264.96,baremetal,1,mbw_mr
2097152,9453.57,baremetal,1,mbw_mr
4194304,9395.77,baremetal,1,mbw_mr
1,8.62,baremetal,1,mbw_mr
2,17.28,baremetal,1,mbw_mr
4,34.43,baremetal,1,mbw_mr
8,68.73,baremetal,1,mbw_mr
16,133.3,baremetal,1,mbw_mr
32,263.74,baremetal,1,mbw_mr
64,420.24,baremetal,1,mbw_mr
128,545.98,baremetal,1,mbw_mr
256,949.2,baremetal,1,mbw_mr
512,1858.8,baremetal,1,mbw_mr
1024,3151.98,baremetal,1,mbw_mr
2048,5445.23,baremetal,1,mbw_mr
4096,2665.8,baremetal,1,mbw_mr
8192,4780.46,baremetal,1,mbw_mr
16384,6691.57,baremetal,1,mbw_mr
32768,9382.58,baremetal,1,mbw_mr
65536,11674.42,baremetal,1,mbw_mr
131072,12936.15,baremetal,1,mbw_mr
262144,13850.65,baremetal,1,mbw_mr
524288,13110.85,baremetal,1,mbw_mr
1048576,10885.19,baremetal,1,mbw_mr
2097152,9492.99,baremetal,1,mbw_mr
4194304,9456.88,baremetal,1,mbw_mr
1,8.64,baremetal,1,mbw_mr
2,15.05,baremetal,1,mbw_mr
4,34.48,baremetal,1,mbw_mr
8,69.23,baremetal,1,mbw_mr
16,133.39,baremetal,1,mbw_mr
32,269.25,baremetal,1,mbw_mr
64,431.56,baremetal,1,mbw_mr
128,577.51,baremetal,1,mbw_mr
256,973.17,baremetal,1,mbw_mr
512,2029.53,baremetal,1,mbw_mr
1024,3448.85,baremetal,1,mbw_mr
2048,5729.52,baremetal,1,mbw_mr
4096,2727.84,baremetal,1,mbw_mr
8192,4801.47,baremetal,1,mbw_mr
16384,6609.0,baremetal,1,mbw_mr
32768,9317.25,baremetal,1,mbw_mr
65536,11742.35,baremetal,1,mbw_mr
131072,13089.73,baremetal,1,mbw_mr
262144,14619.58,baremetal,1,mbw_mr
524288,13298.3,baremetal,1,mbw_mr
1048576,11115.41,baremetal,1,mbw_mr
2097152,9473.79,baremetal,1,mbw_mr
4194304,9412.57,baremetal,1,mbw_mr
1,8.7,baremetal,1,mbw_mr
2,17.23,baremetal,1,mbw_mr
4,34.0,baremetal,1,mbw_mr
8,60.05,baremetal,1,mbw_mr
16,132.86,baremetal,1,mbw_mr
32,267.35,baremetal,1,mbw_mr
64,425.34,baremetal,1,mbw_mr
128,550.58,baremetal,1,mbw_mr
256,928.54,baremetal,1,mbw_mr
512,1915.17,baremetal,1,mbw_mr
1024,3304.16,baremetal,1,mbw_mr
2048,5426.82,baremetal,1,mbw_mr
4096,2676.13,baremetal,1,mbw_mr
8192,4729.64,baremetal,1,mbw_mr
16384,6632.24,baremetal,1,mbw_mr
32768,9397.34,baremetal,1,mbw_mr
65536,11854.66,baremetal,1,mbw_mr
131072,13304.92,baremetal,1,mbw_mr
262144,14493.24,baremetal,1,mbw_mr
524288,13238.49,baremetal,1,mbw_mr
1048576,10983.5,baremetal,1,mbw_mr
2097152,9477.76,baremetal,1,mbw_mr
4194304,9429.33,baremetal,1,mbw_mr
1,8.54,baremetal,1,mbw_mr
2,17.14,baremetal,1,mbw_mr
4,34.43,baremetal,1,mbw_mr
8,68.93,baremetal,1,mbw_mr
16,133.23,baremetal,1,mbw_mr
32,271.35,baremetal,1,mbw_mr
64,419.86,baremetal,1,mbw_mr
128,537.13,baremetal,1,mbw_mr
256,963.26,baremetal,1,mbw_mr
512,1906.48,baremetal,1,mbw_mr
1024,3276.24,baremetal,1,mbw_mr
2048,5444.69,baremetal,1,mbw_mr
4096,2670.54,baremetal,1,mbw_mr
8192,4653.7,baremetal,1,mbw_mr
16384,6596.72,baremetal,1,mbw_mr
32768,9358.28,baremetal,1,mbw_mr
65536,11816.3,baremetal,1,mbw_mr
131072,13347.59,baremetal,1,mbw_mr
262144,14143.62,baremetal,1,mbw_mr
524288,13306.36,baremetal,1,mbw_mr
1048576,10689.21,baremetal,1,mbw_mr
2097152,9566.73,baremetal,1,mbw_mr
4194304,9564.56,baremetal,1,mbw_mr
1,8.7,baremetal,1,mbw_mr
2,17.29,baremetal,1,mbw_mr
4,34.35,baremetal,1,mbw_mr
8,60.42,baremetal,1,mbw_mr
16,133.96,baremetal,1,mbw_mr
32,271.39,baremetal,1,mbw_mr
64,424.06,baremetal,1,mbw_mr
128,538.43,baremetal,1,mbw_mr
256,945.07,baremetal,1,mbw_mr
512,1822.07,baremetal,1,mbw_mr
1024,3248.39,baremetal,1,mbw_mr
2048,5374.77,baremetal,1,mbw_mr
4096,2697.75,baremetal,1,mbw_mr
8192,4764.57,baremetal,1,mbw_mr
16384,6651.1,baremetal,1,mbw_mr
32768,9493.25,baremetal,1,mbw_mr
65536,11894.53,baremetal,1,mbw_mr
131072,13232.21,baremetal,1,mbw_mr
262144,14693.84,baremetal,1,mbw_mr
524288,13319.68,baremetal,1,mbw_mr
1048576,10931.77,baremetal,1,mbw_mr
2097152,9491.24,baremetal,1,mbw_mr
4194304,9459.3,baremetal,1,mbw_mr
1,8.7,baremetal,1,mbw_mr
2,17.3,baremetal,1,mbw_mr
4,34.73,baremetal,1,mbw_mr
8,70.11,baremetal,1,mbw_mr
16,135.12,baremetal,1,mbw_mr
32,275.16,baremetal,1,mbw_mr
64,414.58,baremetal,1,mbw_mr
128,548.37,baremetal,1,mbw_mr
256,978.95,baremetal,1,mbw_mr
512,1918.05,baremetal,1,mbw_mr
1024,3294.25,baremetal,1,mbw_mr
2048,5488.32,baremetal,1,mbw_mr
4096,2706.92,baremetal,1,mbw_mr
8192,4693.12,baremetal,1,mbw_mr
16384,6680.78,baremetal,1,mbw_mr
32768,9444.3,baremetal,1,mbw_mr
65536,11911.05,baremetal,1,mbw_mr
131072,13335.21,baremetal,1,mbw_mr
262144,14287.36,baremetal,1,mbw_mr
524288,13530.08,baremetal,1,mbw_mr
1048576,11594.11,baremetal,1,mbw_mr
2097152,9542.51,baremetal,1,mbw_mr
4194304,9484.62,baremetal,1,mbw_mr
1,8.46,baremetal,1,mbw_mr
2,14.87,baremetal,1,mbw_mr
4,34.26,baremetal,1,mbw_mr
8,69.01,baremetal,1,mbw_mr
16,132.55,baremetal,1,mbw_mr
32,267.45,baremetal,1,mbw_mr
64,422.26,baremetal,1,mbw_mr
128,548.21,baremetal,1,mbw_mr
256,939.22,baremetal,1,mbw_mr
512,1923.02,baremetal,1,mbw_mr
1024,3287.96,baremetal,1,mbw_mr
2048,5458.02,baremetal,1,mbw_mr
4096,2709.45,baremetal,1,mbw_mr
8192,4714.85,baremetal,1,mbw_mr
16384,6667.32,baremetal,1,mbw_mr
32768,9338.26,baremetal,1,mbw_mr
65536,11805.59,baremetal,1,mbw_mr
131072,13383.5,baremetal,1,mbw_mr
262144,14100.27,baremetal,1,mbw_mr
524288,13345.27,baremetal,1,mbw_mr
1048576,11271.47,baremetal,1,mbw_mr
2097152,9538.95,baremetal,1,mbw_mr
4194304,9516.57,baremetal,1,mbw_mr
1,8.65,baremetal,1,mbw_mr
2,17.3,baremetal,1,mbw_mr
4,34.65,baremetal,1,mbw_mr
8,60.16,baremetal,1,mbw_mr
16,134.47,baremetal,1,mbw_mr
32,265.73,baremetal,1,mbw_mr
64,426.47,baremetal,1,mbw_mr
128,547.71,baremetal,1,mbw_mr
256,926.14,baremetal,1,mbw_mr
512,1902.86,baremetal,1,mbw_mr
1024,3273.83,baremetal,1,mbw_mr
2048,5462.33,baremetal,1,mbw_mr
4096,2627.44,baremetal,1,mbw_mr
8192,4767.43,baremetal,1,mbw_mr
16384,6837.85,baremetal,1,mbw_mr
32768,9504.33,baremetal,1,mbw_mr
65536,11779.73,baremetal,1,mbw_mr
131072,13242.68,baremetal,1,mbw_mr
262144,14256.75,baremetal,1,mbw_mr
524288,13236.83,baremetal,1,mbw_mr
1048576,11146.88,baremetal,1,mbw_mr
2097152,9464.21,baremetal,1,mbw_mr
4194304,9454.17,baremetal,1,mbw_mr
1,8.64,baremetal,1,mbw_mr
2,17.29,baremetal,1,mbw_mr
4,34.33,baremetal,1,mbw_mr
8,59.63,baremetal,1,mbw_mr
16,134.5,baremetal,1,mbw_mr
32,269.22,baremetal,1,mbw_mr
64,413.13,baremetal,1,mbw_mr
128,532.7,baremetal,1,mbw_mr
256,910.48,baremetal,1,mbw_mr
512,1850.26,baremetal,1,mbw_mr
1024,3273.32,baremetal,1,mbw_mr
2048,5478.46,baremetal,1,mbw_mr
4096,2717.57,baremetal,1,mbw_mr
8192,4701.58,baremetal,1,mbw_mr
16384,6617.01,baremetal,1,mbw_mr
32768,9308.89,baremetal,1,mbw_mr
65536,11777.65,baremetal,1,mbw_mr
131072,13192.47,baremetal,1,mbw_mr
262144,14166.19,baremetal,1,mbw_mr
524288,13131.98,baremetal,1,mbw_mr
1048576,10994.57,baremetal,1,mbw_mr
2097152,9473.72,baremetal,1,mbw_mr
4194304,9459.95,baremetal,1,mbw_mr
1,8.61,baremetal,1,mbw_mr
2,17.21,baremetal,1,mbw_mr
4,34.37,baremetal,1,mbw_mr
8,60.46,baremetal,1,mbw_mr
16,133.13,baremetal,1,mbw_mr
32,269.49,baremetal,1,mbw_mr
64,423.86,baremetal,1,mbw_mr
128,552.04,baremetal,1,mbw_mr
256,951.55,baremetal,1,mbw_mr
512,1867.94,baremetal,1,mbw_mr
1024,3296.63,baremetal,1,mbw_mr
2048,5550.95,baremetal,1,mbw_mr
4096,2673.66,baremetal,1,mbw_mr
8192,4766.85,baremetal,1,mbw_mr
16384,6811.64,baremetal,1,mbw_mr
32768,9429.43,baremetal,1,mbw_mr
65536,11899.2,baremetal,1,mbw_mr
131072,13375.92,baremetal,1,mbw_mr
262144,14226.64,baremetal,1,mbw_mr
524288,13465.57,baremetal,1,mbw_mr
1048576,11236.69,baremetal,1,mbw_mr
2097152,9557.31,baremetal,1,mbw_mr
4194304,9543.57,baremetal,1,mbw_mr
1,8.6,baremetal,1,mbw_mr
2,17.16,baremetal,1,mbw_mr
4,34.46,baremetal,1,mbw_mr
8,59.8,baremetal,1,mbw_mr
16,133.58,baremetal,1,mbw_mr
32,269.91,baremetal,1,mbw_mr
64,421.7,baremetal,1,mbw_mr
128,546.99,baremetal,1,mbw_mr
256,956.9,baremetal,1,mbw_mr
512,1914.46,baremetal,1,mbw_mr
1024,3255.37,baremetal,1,mbw_mr
2048,5440.44,baremetal,1,mbw_mr
4096,2741.54,baremetal,1,mbw_mr
8192,4817.68,baremetal,1,mbw_mr
16384,6634.48,baremetal,1,mbw_mr
32768,9388.99,baremetal,1,mbw_mr
65536,11720.47,baremetal,1,mbw_mr
131072,13014.89,baremetal,1,mbw_mr
262144,14289.51,baremetal,1,mbw_mr
524288,13157.27,baremetal,1,mbw_mr
1048576,11322.58,baremetal,1,mbw_mr
2097152,9472.81,baremetal,1,mbw_mr
4194304,9411.7,baremetal,1,mbw_mr
1,8.56,baremetal,1,mbw_mr
2,17.11,baremetal,1,mbw_mr
4,34.25,baremetal,1,mbw_mr
8,59.49,baremetal,1,mbw_mr
16,130.96,baremetal,1,mbw_mr
32,265.83,baremetal,1,mbw_mr
64,408.42,baremetal,1,mbw_mr
128,525.57,baremetal,1,mbw_mr
256,892.71,baremetal,1,mbw_mr
512,1875.5,baremetal,1,mbw_mr
1024,3266.98,baremetal,1,mbw_mr
2048,5286.43,baremetal,1,mbw_mr
4096,2705.41,baremetal,1,mbw_mr
8192,4817.4,baremetal,1,mbw_mr
16384,6687.73,baremetal,1,mbw_mr
32768,9430.23,baremetal,1,mbw_mr
65536,11917.69,baremetal,1,mbw_mr
131072,13208.91,baremetal,1,mbw_mr
262144,13874.34,baremetal,1,mbw_mr
524288,13150.47,baremetal,1,mbw_mr
1048576,10778.98,baremetal,1,mbw_mr
2097152,9487.84,baremetal,1,mbw_mr
4194304,9428.35,baremetal,1,mbw_mr
1,8.5,baremetal,1,mbw_mr
2,17.11,baremetal,1,mbw_mr
4,34.29,baremetal,1,mbw_mr
8,68.38,baremetal,1,mbw_mr
16,129.15,baremetal,1,mbw_mr
32,240.05,baremetal,1,mbw_mr
64,417.65,baremetal,1,mbw_mr
128,547.82,baremetal,1,mbw_mr
256,951.12,baremetal,1,mbw_mr
512,1860.92,baremetal,1,mbw_mr
1024,3272.19,baremetal,1,mbw_mr
2048,5478.8,baremetal,1,mbw_mr
4096,2685.96,baremetal,1,mbw_mr
8192,4725.06,baremetal,1,mbw_mr
16384,6641.56,baremetal,1,mbw_mr
32768,9368.28,baremetal,1,mbw_mr
65536,11792.3,baremetal,1,mbw_mr
131072,13100.65,baremetal,1,mbw_mr
262144,14040.63,baremetal,1,mbw_mr
524288,13095.15,baremetal,1,mbw_mr
1048576,11313.11,baremetal,1,mbw_mr
2097152,9490.64,baremetal,1,mbw_mr
4194304,9448.78,baremetal,1,mbw_mr
1,8.68,baremetal,1,mbw_mr
2,17.15,baremetal,1,mbw_mr
4,34.4,baremetal,1,mbw_mr
8,69.24,baremetal,1,mbw_mr
16,133.76,baremetal,1,mbw_mr
32,270.82,baremetal,1,mbw_mr
64,428.64,baremetal,1,mbw_mr
128,557.32,baremetal,1,mbw_mr
256,966.97,baremetal,1,mbw_mr
512,1914.16,baremetal,1,mbw_mr
1024,3146.38,baremetal,1,mbw_mr
2048,5270.48,baremetal,1,mbw_mr
4096,2710.43,baremetal,1,mbw_mr
8192,4736.9,baremetal,1,mbw_mr
16384,6588.16,baremetal,1,mbw_mr
32768,9383.97,baremetal,1,mbw_mr
65536,11842.17,baremetal,1,mbw_mr
131072,13400.87,baremetal,1,mbw_mr
262144,14404.94,baremetal,1,mbw_mr
524288,13436.56,baremetal,1,mbw_mr
1048576,11240.17,baremetal,1,mbw_mr
2097152,9556.53,baremetal,1,mbw_mr
4194304,9497.13,baremetal,1,mbw_mr
1,8.53,baremetal,1,mbw_mr
2,17.18,baremetal,1,mbw_mr
4,34.09,baremetal,1,mbw_mr
8,68.59,baremetal,1,mbw_mr
16,131.78,baremetal,1,mbw_mr
32,268.49,baremetal,1,mbw_mr
64,386.47,baremetal,1,mbw_mr
128,551.23,baremetal,1,mbw_mr
256,954.4,baremetal,1,mbw_mr
512,1914.21,baremetal,1,mbw_mr
1024,3212.12,baremetal,1,mbw_mr
2048,5501.54,baremetal,1,mbw_mr
4096,2673.39,baremetal,1,mbw_mr
8192,4752.07,baremetal,1,mbw_mr
16384,6646.55,baremetal,1,mbw_mr
32768,9344.24,baremetal,1,mbw_mr
65536,11853.97,baremetal,1,mbw_mr
131072,13296.87,baremetal,1,mbw_mr
262144,14316.68,baremetal,1,mbw_mr
524288,13213.62,baremetal,1,mbw_mr
1048576,11393.86,baremetal,1,mbw_mr
2097152,9567.21,baremetal,1,mbw_mr
4194304,9580.4,baremetal,1,mbw_mr
1,8.67,baremetal,1,mbw_mr
