Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.02
2                      24.03
4                      24.04
8                      24.04
16                     24.03
32                     24.08
64                     24.05
128                    24.01
256                    24.05
512                    18.80
1024                   18.89
2048                   18.53
4096                   20.66
8192                   27.78
16384                  30.30
32768                  43.90
65536                 106.82
131072                123.04
262144                162.72
524288                231.17
1048576               402.54
2097152               731.17
4194304              1608.34
Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.07
2                      24.09
4                      24.08
8                      24.05
16                     24.12
32                     24.11
64                     24.08
128                    24.01
256                    24.05
512                    18.71
1024                   18.75
2048                   18.51
4096                   20.62
8192                   21.02
16384                  30.26
32768                  43.20
65536                 105.38
131072                122.29
262144                165.86
524288                231.13
1048576               401.09
2097152               730.61
4194304              1607.52
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.12
2                      24.14
4                      24.07
8                      24.13
16                     24.13
32                     24.11
64                     24.08
128                    24.11
256                    24.10
512                    18.74
1024                   18.92
2048                   18.65
4096                   20.66
8192                   27.78
16384                  30.45
32768                  43.80
65536                 106.78
131072                122.97
262144                165.39
524288                231.06
1048576               401.24
2097152               729.30
4194304              1614.40
Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.17
2                      24.12
4                      24.12
8                      24.11
16                     24.15
32                     24.17
64                     24.12
128                    24.12
256                    24.13
512                    19.02
1024                   19.08
2048                   18.78
4096                   20.99
8192                   21.39
16384                  30.31
32768                  44.51
65536                 106.75
131072                124.46
262144                166.11
524288                231.81
1048576               402.50
2097152               728.63
4194304              1614.77
Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.04
2                      24.02
4                      24.00
8                      24.06
16                     24.05
32                     24.06
64                     24.04
128                    24.02
256                    24.04
512                    19.11
1024                   19.06
2048                   18.56
4096                   20.67
8192                   21.02
16384                  30.31
32768                  44.28
65536                 105.38
131072                114.25
262144                163.88
524288                231.13
1048576               403.33
2097152               734.54
4194304              1609.48
